Wavenumber (cm-1),Int deg2 (arb),Int deg4 (arb),Int deg6 (arb),Int deg8 (arb),Int deg10 (arb),Int deg12 (arb),Int deg14 (arb),Int deg16 (arb),Int deg18 (arb),Int deg20 (arb),Int deg22 (arb),Int deg24 (arb)
556.3627,0.00106432,0.0988155,-1.17549e-38,0.0243666,-1.17549e-38,0.0107231,0.0586589,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.0453543,0.0238284
556.8448,-1.17549e-38,0.148164,0.0123662,0.0411571,-1.17549e-38,0.0146556,0.0881642,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.054153,0.0120966
557.327,-1.17549e-38,0.17759,0.0636429,0.0543246,-1.17549e-38,0.0104358,0.106547,0.00769868,-1.17549e-38,-1.17549e-38,0.0638045,-1.17549e-38
557.8091,-1.17549e-38,0.176938,0.10376,0.0589852,0.0046971,0.00234765,0.114899,0.0294258,-1.17549e-38,-1.17549e-38,0.0712812,-1.17549e-38
558.2912,0.00652962,0.145177,0.12229,0.0541728,0.0267249,-1.17549e-38,0.116739,0.0538038,-1.17549e-38,-1.17549e-38,0.0732899,-1.17549e-38
558.7733,0.0490733,0.0927586,0.11691,0.0433489,0.0381419,-1.17549e-38,0.114835,0.0664676,-1.17549e-38,-1.17549e-38,0.0674733,-1.17549e-38
559.2554,0.0914305,0.0380001,0.0937012,0.0321192,0.0419172,-1.17549e-38,0.109158,0.0565521,0.0472783,-1.17549e-38,0.0534008,-1.17549e-38
559.7375,0.120668,-1.17549e-38,0.0637362,0.0248716,0.0427074,0.000238803,0.0972667,0.0234544,0.0892326,-1.17549e-38,0.0328773,-1.17549e-38
560.2197,0.127533,-1.17549e-38,0.0377875,0.0226948,0.0433248,0.0148496,0.0767756,-1.17549e-38,0.112634,-1.17549e-38,0.00942702,-1.17549e-38
560.7018,0.109088,-1.17549e-38,0.0220101,0.0237941,0.043202,0.0328193,0.0481133,-1.17549e-38,0.11513,0.00105866,-1.17549e-38,0.00619425
561.1839,0.0694627,0.000762375,0.0166339,0.0256927,0.0399485,0.0487043,0.0156786,-1.17549e-38,0.0998301,0.0270767,-1.17549e-38,0.0195719
561.666,0.0186537,0.00707075,0.0176867,0.027292,0.0326281,0.0564052,-1.17549e-38,-1.17549e-38,0.0721997,0.0445977,-1.17549e-38,0.0343357
562.1481,-1.17549e-38,0.00289018,0.0200331,0.0292191,0.023836,0.0521979,-1.17549e-38,-1.17549e-38,0.0372209,0.0482782,-1.17549e-38,0.0485943
562.6302,-1.17549e-38,-1.17549e-38,0.0197671,0.0324226,0.0184475,0.0372938,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.038059,-1.17549e-38,0.0592581
563.1124,-1.17549e-38,-1.17549e-38,0.0151138,0.0364128,0.0196469,0.0181437,-1.17549e-38,0.000672526,-1.17549e-38,0.0201011,-1.17549e-38,0.0645103
563.5945,-1.17549e-38,0.015975,0.00627706,0.0387821,0.0254104,0.00381857,-1.17549e-38,0.0275637,-1.17549e-38,0.00361647,-1.17549e-38,0.0650403
564.0766,-1.17549e-38,0.0550166,-1.17549e-38,0.0365491,0.0287748,0.00157609,-1.17549e-38,0.0353491,-1.17549e-38,-1.17549e-38,0.0050053,0.0627731
564.5587,-1.17549e-38,0.100469,-1.17549e-38,0.0283462,0.0224444,0.0130574,0.0126488,0.022639,-1.17549e-38,-1.17549e-38,0.0099179,0.0584555
565.0408,-1.17549e-38,0.133844,-1.17549e-38,0.0157613,0.00465423,0.0333958,0.021398,-1.17549e-38,-1.17549e-38,0.00700834,0.0084411,0.0507209
565.5229,-1.17549e-38,0.140112,-1.17549e-38,0.00280577,-1.17549e-38,0.0538183,0.0273327,-1.17549e-38,-1.17549e-38,0.0194219,0.00288503,0.0378397
566.0051,-1.17549e-38,0.11545,-1.17549e-38,-1.17549e-38,-1.17549e-38,0.066275,0.0329391,-1.17549e-38,-1.17549e-38,0.033403,-1.17549e-38,0.0206972
566.4872,-1.17549e-38,0.0691069,0.0105599,-1.17549e-38,-1.17549e-38,0.0674905,0.0397112,-1.17549e-38,0.0140882,0.0493473,-1.17549e-38,0.00413174
566.9693,-1.17549e-38,0.0184885,0.0332121,-1.17549e-38,-1.17549e-38,0.060114,0.0470356,-1.17549e-38,0.0205074,0.0667754,-1.17549e-38,-1.17549e-38
567.4514,-1.17549e-38,-1.17549e-38,0.0531243,0.00335183,0.0188442,0.0503113,0.052521,-1.17549e-38,0.0203343,0.0817663,-1.17549e-38,-1.17549e-38
567.9335,-1.17549e-38,-1.17549e-38,0.0641971,0.0129622,0.0497355,0.0434324,0.0534188,-1.17549e-38,0.0229378,0.0875104,-1.17549e-38,0.0110269
568.4156,-1.17549e-38,-1.17549e-38,0.0625263,0.0230524,0.0685301,0.0406957,0.04814,-1.17549e-38,0.0350298,0.0779761,-1.17549e-38,0.0292891
568.8978,-1.17549e-38,-1.17549e-38,0.0479512,0.0337392,0.0706169,0.0389648,0.0369897,-1.17549e-38,0.056822,0.0519552,0.00543927,0.0449644
569.3799,0.010154,-1.17549e-38,0.0246789,0.0452662,0.0580137,0.0333877,0.0219172,-1.17549e-38,0.0825518,0.0144693,0.0168074,0.0535074
