Wavenumber (cm-1),Int deg-28 (arb),Int deg-26 (arb),Int deg-24 (arb),Int deg-22 (arb),Int deg-20 (arb),Int deg-18 (arb),Int deg-16 (arb),Int deg-14 (arb),Int deg-12 (arb),Int deg-10 (arb),Int deg-8 (arb),Int deg-6 (arb),Int deg-4 (arb),Int deg-2 (arb),Int deg0 (arb)
7439.5435,0.455695,2.34626,4.56792,7.02343,9.04223,11.2139,11.8407,12.4925,12.4961,12.2777,12.1622,12.4514,13.1227,13.6139,14.4496
7440.0254,0.402254,2.42821,4.68255,7.0605,9.07165,11.165,11.8907,12.5327,12.5106,12.2181,12.1308,12.5042,13.162,13.7068,14.4918
7440.5073,0.398301,2.50616,4.84024,7.1193,9.09713,11.1134,11.9255,12.5488,12.5536,12.1408,12.1129,12.5433,13.2013,13.7315,14.5256
7440.9897,0.440706,2.56657,5.00329,7.17341,9.11378,11.0637,11.9374,12.5539,12.6185,12.0776,12.124,12.5671,13.2394,13.6792,14.5586
7441.4717,0.50718,2.60873,5.12968,7.20223,9.12456,11.0183,11.9312,12.5574,12.6925,12.0612,12.1707,12.5706,13.2767,13.5751,14.6023
7441.9536,0.568771,2.64185,5.1887,7.19967,9.13859,10.9794,11.9166,12.5572,12.7627,12.1079,12.2474,12.5546,13.317,13.468,14.6637
7442.436,0.605093,2.67267,5.17278,7.17451,9.16365,10.954,11.8978,12.5463,12.8196,12.2058,12.3373,12.5306,13.3642,13.4073,14.7375
7442.918,0.613615,2.69439,5.09972,7.14311,9.19733,10.9555,11.87,12.5224,12.8554,12.3174,12.4163,12.5146,13.418,13.4223,14.8064
7443.4004,0.608628,2.68733,5.00436,7.11896,9.22415,10.998,11.8263,12.4921,12.8596,12.397,12.4595,12.516,13.4734,13.51,14.8502
7443.8823,0.611629,2.63315,4.92379,7.10459,9.22305,11.0841,11.7694,12.4654,12.8193,12.4136,12.4495,12.5309,13.5246,13.6399,14.8584
7444.3643,0.639108,2.53222,4.88352,7.09076,9.18185,11.1963,11.7177,12.4454,12.7273,12.3689,12.3853,12.5462,13.5702,13.7706,14.8381
7444.8467,0.694028,2.41005,4.89046,7.06359,9.10838,11.2987,11.699,12.4239,12.5927,12.2953,12.2876,12.552,13.6135,13.8702,14.8107
7445.3286,0.764561,2.30606,4.93424,7.01594,9.02921,11.3532,11.7328,12.3884,12.4449,12.2387,12.1938,12.5504,13.6591,13.9304,14.8002
7445.8105,0.829891,2.25166,4.9939,6.9556,8.9751,11.3387,11.8146,12.3329,12.3251,12.2317,12.1431,12.5554,13.7073,13.9673,14.8211
7446.293,0.869964,2.25285,5.04619,6.90435,8.96228,11.2613,11.9132,12.2668,12.2694,12.2753,12.1567,12.5811,13.7514,14.0102,14.8724
7446.7749,0.874597,2.28952,5.07265,6.88689,8.98231,11.1482,11.9846,12.2116,12.2909,12.3391,12.2255,12.6303,13.7805,14.0832,14.9414
7447.2573,0.847517,2.33168,5.06505,6.91574,9.00802,11.0295,11.9952,12.1894,12.3736,12.3795,12.3139,12.6904,13.7856,14.1899,15.0129
7447.7393,0.803142,2.36047,5.0284,6.98189,9.01181,10.9226,11.9404,12.2111,12.4803,12.3668,12.3804,12.7419,13.7655,14.3112,15.0777
7448.2212,0.757989,2.37836,4.98015,7.05843,8.98371,10.8291,11.8462,12.2709,12.571,12.3037,12.4021,12.7726,13.7278,14.4146,15.1345
7448.7036,0.722287,2.40163,4.9441,7.11539,8.93675,10.745,11.7525,12.3508,12.6189,12.2227,12.3875,12.7872,13.6874,14.4724,15.1873
7449.1855,0.697245,2.4426,4.93978,7.13587,8.89703,10.6732,11.6923,12.4296,12.6186,12.1646,12.3689,12.8035,13.6602,14.475,15.2392
7449.6675,0.679042,2.49695,4.97176,7.12244,8.88718,10.6241,11.6773,12.4887,12.5809,12.1528,12.3786,12.8389,13.6579,14.4338,15.2898
7450.1499,0.665297,2.54634,5.02468,7.091,8.91501,10.6068,11.6994,12.5146,12.523,12.1798,12.4262,12.8962,13.6835,14.3738,15.3363
7450.6318,0.658205,2.57362,5.06838,7.0582,8.97298,10.6174,11.741,12.4982,12.4595,12.2145,12.4905,12.9594,13.7299,14.3213,15.3758
7451.1143,0.661836,2.57759,5.07254,7.03268,9.0452,10.639,11.7865,12.4372,12.399,12.226,12.5317,13.0038,13.7826,14.2951,15.408
7451.5962,0.676692,2.57491,5.02384,7.01583,9.11485,10.6538,11.8253,12.3403,12.3464,12.2048,12.5152,13.0129,13.827,14.3021,15.4352
7452.0781,0.6975,2.58715,4.93609,7.00904,9.16739,10.6567,11.8486,12.2298,12.3074,12.1701,12.4342,12.9914,13.8564,14.3386,15.4609
7452.5605,0.717516,2.62299,4.84613,7.01885,9.19134,10.659,11.8467,12.1372,12.2902,12.1562,12.3159,12.9637,13.8775,14.394,15.4888
7453.0425,0.736223,2.67005,4.79671,7.05374,9.18079,10.6774,11.812,12.0903,12.3013,12.1899,12.2096,12.9588,13.9081,14.4556,15.5226
7453.5244,0.763046,2.70241,4.81471,7.11455,9.14011,10.7184,11.7468,12.0991,12.34,12.2746,12.1618,12.9928,13.9679,14.5124,15.5658
7454.0068,0.811859,2.69842,4.89676,7.1876,9.08602,10.7713,11.6692,12.1484,12.3931,12.3888,12.194,13.06,14.0652,14.559,15.6215
7454.4888,0.888616,2.6555,5.00975,7.24762,9.04144,10.816,11.6073,12.2052,12.4376,12.4999,12.2925,13.1386,14.1892,14.5971,15.6908
7454.9712,0.981166,2.59192,5.10637,7.27043,9.02205,10.8374,11.5857,12.2348,12.4493,12.58,12.4175,13.2062,14.3113,14.6342,15.7712
7455.4531,1.0604,2.53544,5.14762,7.24649,9.02404,10.8348,11.6097,12.2197,12.4163,12.6154,12.5232,13.252,14.3977,14.6804,15.8561
7455.9351,1.0945,2.50723,5.12108,7.18619,9.02356,10.8193,11.6602,12.1669,12.3467,12.6067,12.5797,13.28,14.4251,14.7446,15.9355
7456.4175,1.06814,2.5116,5.04598,7.11337,8.99082,10.8039,11.7029,12.1021,12.2672,12.5634,12.5832,13.3006,14.394,14.8318,15.9993
7456.8994,0.993837,2.53677,4.96272,7.05258,8.91053,10.7962,11.7067,12.0529,12.2113,12.499,12.551,13.32,14.3309,14.9404,16.0404
7457.3813,0.906446,2.56473,4.912,7.01879,8.79444,10.7987,11.6588,12.0346,12.2022,12.4292,12.5076,13.3357,14.2781,15.0603,16.0589
7457.8638,0.843299,2.58294,4.91448,7.01534,8.67638,10.8133,11.5685,12.0444,12.2419,12.3698,12.4719,13.3391,14.2756,15.1719,16.063
7458.3457,0.822527,2.59117,4.96175,7.03851,8.59314,10.8423,11.458,12.0682,12.3106,12.3343,12.4524,13.3239,14.3425,15.2505,16.0679
7458.8281,0.834079,2.60001,5.0233,7.08242,8.56441,10.8825,11.3507,12.0925,12.3788,12.3297,12.4523,13.2908,14.4675,15.2753,16.0909
7459.3101,0.849311,2.62274,5.06532,7.13954,8.58485,10.9198,11.2633,12.1123,12.4231,12.3537,12.4754,13.2485,14.6136,15.2419,16.1452
7459.792,0.842207,2.66557,5.06996,7.19742,8.63165,10.9312,11.2071,12.1329,12.4383,12.3972,12.5261,13.2107,14.7348,15.1694,16.2332
7460.2744,0.807474,2.72148,5.04382,7.23706,8.67975,10.8973,11.1919,12.1636,12.4385,12.4493,12.6044,13.1933,14.7976,15.0969,16.3436
7460.7563,0.763424,2.77144,5.01099,7.23738,8.71397,10.8164,11.2262,12.211,12.4476,12.5021,12.7005,13.2125,14.7962,15.0673,16.4541
7461.2383,0.738407,2.79259,4.99595,7.18563,8.7322,10.708,11.3106,12.2733,12.4842,12.551,12.7967,13.2801,14.7524,15.1078,16.5386
7461.7207,0.750875,2.76954,5.00756,7.08778,8.74169,10.6011,11.4292,12.3389,12.5495,12.5925,12.8758,13.3975,14.7013,15.2175,16.5776
7462.2026,0.797156,2.70295,5.03488,6.97127,8.75369,10.515,11.5476,12.3878,12.6249,12.6205,12.9311,13.5489,14.6712,15.3686,16.5659
7462.6851,0.855022,2.61107,5.05684,6.87601,8.77953,10.4463,11.624,12.3973,12.6799,12.6272,12.9671,13.7026,14.67,15.522,16.5147
7463.167,0.899412,2.5235,5.05872,6.83674,8.82682,10.3742,11.6266,12.351,12.6868,12.6082,12.9921,13.8216,14.6867,15.6446,16.4473
7463.6489,0.917922,2.4707,5.0432,6.86587,8.89446,10.28,11.5505,12.2487,12.6346,12.5677,13.0069,13.8808,14.7041,15.721,16.3911
7464.1313,0.914983,2.47378,5.02843,6.94674,8.96808,10.165,11.4198,12.1117,12.5341,12.5203,13.0018,13.8793,14.7134,15.7524,16.3697
7464.6133,0.903553,2.53801,5.0353,7.04156,9.02121,10.055,11.2765,11.9776,12.4143,12.4844,12.9649,13.8396,14.718,15.7502,16.3989
7465.0952,0.893124,2.65121,5.07346,7.11009,9.02518,9.98499,11.1612,11.8851,12.3099,12.473,12.8958,13.7948,14.7268,15.7285,16.4846
7465.5776,0.884667,2.78742,5.13591,7.12889,8.96451,9.97813,11.0981,11.8552,12.2475,12.4868,12.8139,13.772,14.7437,15.7014,16.6214
7466.0596,0.875939,2.91561,5.20449,7.10121,8.84852,10.0317,11.0902,11.8799,12.2366,12.5148,12.7521,13.7827,14.7653,15.6837,16.7913
7466.542,0.871055,3.01152,5.26106,7.05243,8.71074,10.1201,11.1242,11.9264,12.2668,12.5426,12.7406,13.825,14.7865,15.6892,16.966
7467.0239,0.884415,3.06764,5.29613,7.01456,8.59469,10.2122,11.1789,11.9541,12.3128,12.5625,12.7898,13.8907,14.8098,15.727,17.1132
7467.5059,0.933736,3.09495,5.30971,7.00818,8.53349,10.289,11.2316,11.9362,12.3454,12.5792,12.8841,13.9709,14.8474,15.7961,17.209
7467.9883,1.02621,3.11311,5.30589,7.03187,8.53502,10.3514,11.2621,11.8725,12.3439,12.605,12.9907,14.0565,14.9125,15.8848,17.2509
7468.4702,1.14836,3.13404,5.28688,7.0644,8.58114,10.4129,11.2564,11.7878,12.3049,12.6506,13.077,14.1352,15.0062,15.9761,17.2613
7468.9521,1.26837,3.15037,5.25196,7.07807,8.64072,10.483,11.2108,11.7172,12.244,12.715,13.1253,14.193,15.1115,16.0576,17.2786
7469.4346,1.35068,3.13894,5.20175,7.05471,8.68749,10.5562,11.1355,11.6883,12.188,12.7849,13.1362,14.2191,15.2009,16.1292,17.3355
7469.9165,1.37325,3.0787,5.14302,6.99533,8.71164,10.6138,11.0525,11.7096,12.1618,12.8414,13.1202,14.2129,15.2535,16.2021,17.4386
7470.3989,1.3365,2.96987,5.08867,6.91881,8.71948,10.6371,10.9882,11.7696,12.1763,12.8709,13.0874,14.184,15.2672,16.2895,17.5612
7470.8809,1.25986,2.83906,5.05164,6.85192,8.72361,10.6218,10.9624,11.844,12.2242,12.8701,13.0424,14.1464,15.2591,16.3961,17.6552
7471.3628,1.17023,2.7256,5.03718,6.81705,8.73141,10.5814,10.9806,11.9054,12.2854,12.8459,12.9888,14.1098,15.2522,16.5125,17.677
7471.8452,1.0903,2.65818,5.03965,6.82365,8.73911,10.5368,11.034,11.9335,12.3379,12.8087,12.9365,14.0756,15.2609,16.6193,17.6133
7472.3271,1.03228,2.63913,5.04732,6.86664,8.73442,10.5003,11.1054,11.9221,12.3687,12.7683,12.9038,14.0404,15.2838,16.6986,17.4916
7472.8091,0.997956,2.64829,5.05197,6.93121,8.70569,10.466,11.1772,11.8809,12.3775,12.7319,12.9102,14.0028,15.3097,16.7431,17.3684
7473.2915,0.982222,2.66263,5.05562,7.00068,8.65134,10.4162,11.2367,11.831,12.372,12.7054,12.9646,13.9687,15.3287,16.7587,17.3001
7473.7734,0.97681,2.67516,5.06847,7.06247,8.5831,10.3373,11.2764,11.7936,12.3604,12.6929,13.0571,13.9489,15.3413,16.7573,17.3144
7474.2559,0.972904,2.69773,5.09922,7.10939,8.52083,10.2346,11.2923,11.7792,12.3452,12.695,13.1632,13.9537,15.3564,16.7479,17.3987
7474.7378,0.963082,2.74665,5.14582,7.13682,8.48164,10.132,11.2823,11.7828,12.3249,12.7061,13.2566,13.9865,15.3834,16.7321,17.5106
7475.2197,0.943333,2.82416,5.19453,7.1395,8.47003,10.0583,11.2475,11.7892,12.2985,12.7153,13.3232,14.0421,15.4237,16.7064,17.6034
7475.7021,0.914711,2.91126,5.2289,7.11161,8.47545,10.0282,11.1926,11.7846,12.2701,12.7119,13.3657,14.108,15.4694,16.67,17.651
7476.1841,0.883379,2.97792,5.24195,7.05146,8.47937,10.0328,11.126,11.7664,12.2483,12.6927,13.3962,14.1671,15.509,16.6295,17.6577
7476.666,0.858358,3.00263,5.24139,6.96749,8.46777,10.0465,11.0575,11.7446,12.2413,12.6657,13.4223,14.2025,15.5352,16.5975,17.6505
7477.1484,0.847843,2.98596,5.24281,6.88012,8.4407,10.0448,10.996,11.7333,12.2519,12.6469,13.4401,14.2037,15.5498,16.5871,17.6591
7477.6304,0.855991,2.94832,5.25587,6.81546,8.41235,10.0194,10.9478,11.7392,12.2757,12.6515,13.4378,14.173,15.5611,16.6054,17.6994
7478.1128,0.881691,2.9149,5.27453,6.79282,8.40176,9.98153,10.9154,11.7573,12.3038,12.6856,13.4095,14.1293,15.5775,16.6505,17.768
7478.5947,0.919543,2.89948,5.27962,6.81312,8.42103,9.95153,10.8971,11.7747,12.3282,12.7426,13.365,14.1026,15.6013,16.7143,17.8494
7479.0767,0.962039,2.89857,5.25207,6.85665,8.46889,9.94474,10.8878,11.78,12.3439,12.8069,13.3288,14.1206,15.6278,16.786,17.9252
7479.5591,1.00157,2.89829,5.18728,6.89315,8.53316,9.96283,10.8811,11.7693,12.3491,12.8606,13.3255,14.1928,15.6493,16.8549,17.9805
7480.041,1.03142,2.88765,5.09987,6.89899,8.59914,9.99532,10.8735,11.745,12.3427,12.89,13.3629,14.3039,15.6623,16.9131,18.0053
7480.5229,1.04607,2.86781,5.01603,6.87024,8.6569,10.0279,10.8665,11.7098,12.3239,12.8905,13.4246,14.4214,15.6712,16.9557,17.9956
7481.0054,1.04205,2.85047,4.9593,6.82239,8.7024,10.0498,10.8656,11.6636,12.294,12.8662,13.4779,14.5149,15.687,16.9821,17.9563
7481.4873,1.0203,2.84677,4.94012,6.77745,8.73287,10.0562,10.8745,11.6054,12.2593,12.8283,13.4937,14.5725,15.7205,16.9969,17.9073
7481.9697,0.989355,2.85549,4.95443,6.74843,8.74168,10.0462,10.8898,11.54,12.2307,12.7908,13.4638,14.6045,15.7758,17.0088,17.8815
7482.4517,0.966378,2.86023,4.9895,6.73317,8.71824,10.0208,10.9011,11.4805,12.2201,12.7674,13.4063,14.6322,15.8459,17.0271,17.9135
7482.9336,0.972703,2.83958,5.03032,6.72096,8.65355,9.98444,10.8972,11.4441,12.2336,12.7673,13.3562,14.6717,15.9155,17.0587,18.0204
7483.416,1.02352,2.78476,5.06312,6.7048,8.54772,9.94768,10.8761,11.442,12.2658,12.7937,13.3464,14.7253,15.9681,17.1047,18.1873
7483.8979,1.1165,2.71228,5.07669,6.68797,8.41361,9.92595,10.8487,11.4734,12.301,12.8439,13.391,14.7855,15.9937,17.1606,18.3693
7484.3799,1.22788,2.66037,5.06493,6.67953,8.2737,9.93271,10.8344,11.5269,12.3209,12.9121,13.4787,14.8449,15.9949,17.2194,18.5122
7484.8623,1.32159,2.66788,5.03085,6.68357,8.15183,9.96981,10.849,11.5901,12.3157,12.9927,13.5795,14.9033,15.988,17.2764,18.5819
7485.3442,1.36866,2.74791,4.98819,6.69348,8.06489,10.0227,10.8941,11.6582,12.293,13.0821,13.6615,14.9659,15.9978,17.3319,18.5823
7485.8267,1.36475,2.87473,4.95676,6.69726,8.01864,10.0661,10.9546,11.7351,12.2755,13.1772,13.7081,15.0344,16.0473,17.3913,18.5517
7486.3086,1.33297,2.99507,4.952,6.68929,8.00862,10.0772,11.0059,11.8245,12.2892,13.271,13.7268,15.1006,16.1456,17.4599,18.5385
7486.7905,1.30783,3.05883,4.97508,6.67725,8.02373,10.0494,11.0248,11.919,12.3461,13.3489,13.7438,15.1483,16.2805,17.5373,18.5728
7487.2729,1.30976,3.04962,5.0114,6.67638,8.04954,9.99549,10.9996,11.9966,12.432,13.3908,13.7871,15.1642,16.4196,17.6132,18.6511
7487.7549,1.32845,2.99414,5.03991,6.69548,8.07053,9.93845,10.9324,12.0292,12.5103,13.3797,13.8668,15.1478,16.5239,17.6701,18.7425
7488.2368,1.32857,2.94324,5.0476,6.72752,8.0724,9.89587,10.8374,11.9989,12.5408,13.3134,13.9653,15.1143,16.5674,17.6926,18.8103
7488.7192,1.27617,2.93795,5.0385,6.75464,8.04602,9.86951,10.7349,11.9109,12.5036,13.2113,14.0438,15.0852,16.5515,17.6776,18.8344
7489.2012,1.1669,2.98522,5.03006,6.76422,7.99208,9.84684,10.6461,11.7942,12.4126,13.1105,14.0634,15.0745,16.504,17.6395,18.8194
7489.6836,1.03515,3.05982,5.03985,6.76097,7.9235,9.81234,10.5885,11.6894,12.3082,13.0494,14.0069,15.0798,16.4609,17.6038,18.787
7490.1655,0.936785,3.12716,5.07294,6.76316,7.86232,9.75878,10.5718,11.6305,12.2349,13.0493,13.8891,15.0849,16.4453,17.5943,18.7594
7490.6475,0.918004,3.16688,5.11903,6.7857,7.83121,9.69048,10.5958,11.6313,12.218,13.1041,13.75,15.0726,16.4552,17.6201,18.7489
7491.1299,0.990634,3.17975,5.1603,6.82474,7.84338,9.61843,10.6504,11.6816,12.2553,13.1845,13.6371,15.0388,16.4703,17.6716,18.7565
7491.6118,1.1279,3.17653,5.18305,6.8583,7.89645,9.55282,10.7176,11.7536,12.3242,13.2544,13.586,14.9986,16.4685,17.7264,18.7794
7492.0938,1.28025,3.16238,5.18457,6.86322,7.97396,9.49933,10.7766,11.813,12.3985,13.2899,13.6088,14.9791,16.4423,17.7603,18.8167
7492.5762,1.3995,3.13208,5.1713,6.83513,8.05414,9.46029,10.8086,11.8322,12.4602,13.29,13.6948,15.004,16.4011,17.7589,18.8691
7493.0581,1.45713,3.08014,5.1513,6.7943,8.12062,9.43789,10.8034,11.7993,12.502,13.2732,13.819,15.078,16.3628,17.7224,18.9333
7493.5405,1.44929,3.01546,5.1277,6.7718,8.16846,9.43551,10.7623,11.7207,12.5227,13.264,13.9553,15.1822,16.3409,17.6645,18.9972
7494.0225,1.39087,2.96486,5.09814,6.78697,8.20225,9.45643,10.6984,11.6173,12.5227,13.2777,14.0863,15.2836,16.3419,17.6069,19.0428
7494.5044,1.30599,2.95955,5.05905,6.83402,8.22847,9.50181,10.6332,11.5161,12.507,13.3146,14.2059,15.3519,16.3696,17.5742,19.0568
7494.9868,1.22032,3.01343,5.01041,6.88708,8.24791,9.56983,10.5892,11.441,12.4889,13.3632,14.3156,15.3736,16.4324,17.5881,19.0426
7495.4688,1.15545,3.10966,4.95685,6.91771,8.25309,9.65506,10.5824,11.4063,12.4896,13.4096,14.416,15.3554,16.5398,17.6619,19.0226
7495.9507,1.12398,3.20663,4.9054,6.91063,8.2321,9.7467,10.616,11.4142,12.5277,13.4455,14.5007,15.3175,16.6912,17.7946,19.0281
7496.4331,1.12595,3.2603,4.86271,6.86769,8.1766,9.82599,10.6797,11.4563,12.6053,13.4704,14.5544,15.282,16.8648,17.967,19.08
7496.915,1.14964,3.24867,4.83422,6.80099,8.08977,9.86721,10.7539,11.5166,12.7013,13.4887,14.5599,15.2643,17.0195,18.1445,19.173
7497.3975,1.17852,3.18253,4.82481,6.72382,7.98965,9.84577,10.8157,11.5761,12.7794,13.5041,14.5094,15.2693,17.1139,18.2872,19.2758
7497.8794,1.20108,3.0968,4.83832,6.64706,7.90492,9.75202,10.845,11.6178,12.8082,13.5156,14.4139,15.294,17.1281,18.365,19.3492
7498.3613,1.21696,3.03002,4.87496,6.58052,7.86354,9.60228,10.8291,11.6329,12.7792,13.5173,14.303,15.3296,17.075,18.3697,19.3711
7498.8438,1.23513,3.00625,4.92834,6.53388,7.8787,9.43768,10.7649,11.6243,12.7114,13.5017,14.2148,15.3661,16.9893,18.3188,19.3526
7499.3257,1.26569,3.02864,4.98579,6.51334,7.93958,9.30878,10.6626,11.6061,12.6386,13.4656,14.1793,15.396,16.9058,18.2476,19.3327
7499.8076,1.31205,3.0841,5.0333,6.51687,8.01313,9.25356,10.5454,11.597,12.5902,13.4152,14.2058,15.4185,16.8416,18.1945,19.355
7500.29,1.3687,3.1525,5.06248,6.53338,8.05787,9.28118,10.4454,11.6092,12.5767,13.3671,14.2802,15.4413,16.7971,18.1856,19.4419
7500.772,1.42494,3.21474,5.07455,6.54809,8.0434,9.37052,10.3927,11.641,12.5881,13.344,14.3721,15.4766,16.769,18.225,19.5806
7501.2544,1.47008,3.25836,5.07835,6.5502,7.96485,9.48304,10.4016,11.6767,12.6043,13.3648,14.4503,15.5322,16.7649,18.2955,19.7293
7501.7363,1.49583,3.2815,5.08343,6.53673,7.84308,9.58147,10.4622,11.6962,12.6079,13.436,14.4957,15.602,16.8036,18.3682,19.8391
7502.2183,1.49554,3.29468,5.09341,6.5103,7.71079,9.64336,10.5441,11.6881,12.5942,13.5472,14.508,15.6656,16.8994,18.418,19.8772
7502.7007,1.46355,3.31746,5.10471,6.47406,7.59417,9.66387,10.6111,11.6565,12.5699,13.6755,14.5033,15.6982,17.0449,18.4352,19.8401
7503.1826,1.39832,3.36837,5.11096,6.42967,7.50287,9.64995,10.6383,11.6162,12.5469,13.7951,14.5032,15.6872,17.2046,18.4285,19.7495
7503.6646,1.30825,3.45148,5.10936,6.38008,7.43391,9.61275,10.6216,11.5813,12.5341,13.8869,14.5227,15.6439,17.3295,18.4173,19.6376
7504.147,1.2149,3.54814,5.10315,6.33319,7.38379,9.56379,10.5745,11.5548,12.5336,13.9412,14.5622,15.6008,17.3828,18.4186,19.5327
7504.6289,1.14861,3.62147,5.0983,6.30054,7.35694,9.51508,10.5161,11.5295,12.5431,13.9555,14.6077,15.5943,17.3597,18.4375,19.452
7505.1113,1.13654,3.63335,5.09721,6.29038,7.36307,9.47946,10.4614,11.4969,12.5607,13.9301,14.6385,15.6437,17.2881,18.4664,19.4031
7505.5933,1.18915,3.56453,5.09502,6.30006,7.40691,9.46786,10.4187,11.4566,12.5873,13.8674,14.638,15.7404,17.2119,18.4918,19.3897
7506.0752,1.2932,3.42569,5.08188,6.31472,7.48073,9.48385,10.3931,11.4171,12.6244,13.7767,14.6024,15.8527,17.167,18.5047,19.4132
7506.5576,1.41576,3.25298,5.04997,6.31447,7.56694,9.51954,10.3896,11.3888,12.669,13.6775,14.543,15.9429,17.1671,18.5048,19.4702
7507.0396,1.51789,3.09147,5.00039,6.28549,7.64869,9.55695,10.4114,11.3749,12.7101,13.5968,14.4819,15.9848,17.2026,18.4986,19.5479
7507.5215,1.57123,2.97693,4.94462,6.22729,7.71883,9.57566,10.454,11.3703,12.7312,13.5584,14.4432,15.9719,17.2504,18.4924,19.6254
7508.0039,1.56936,2.92582,4.89908,6.1518,7.77924,9.56298,10.5042,11.3681,12.7189,13.5714,14.4434,15.9131,17.2859,18.4877,19.6816
7508.4858,1.52833,2.93634,4.87556,6.07591,7.83155,9.52071,10.5443,11.3689,12.672,13.6253,14.4858,15.8232,17.2913,18.483,19.7079
7508.9683,1.47698,2.99562,4.87386,6.01371,7.86866,9.46449,10.562,11.3814,12.6058,13.6969,14.5611,15.7174,17.261,18.4792,19.7155
7509.4502,1.44261,3.0861,4.88116,5.97299,7.87593,9.41615,10.5573,11.416,12.5476,13.7647,14.6534,15.6131,17.2042,18.4852,19.7326
7509.9321,1.43935,3.1881,4.87895,5.95593,7.84235,9.39367,10.5411,11.4749,12.5276,13.8193,14.748,15.535,17.1452,18.5161,19.79
7510.4146,1.46434,3.2811,4.85346,5.96082,7.77279,9.4034,10.5278,11.5487,12.5655,13.864,14.8371,15.5145,17.1184,18.5849,19.9014
7510.8965,1.50229,3.34723,4.80378,5.9826,7.69078,9.43777,10.5274,11.6214,12.6615,13.9056,14.9198,15.5775,17.1543,18.6921,20.0525
7511.3784,1.53515,3.37729,4.74296,6.01323,7.6276,9.47845,10.5419,11.6803,12.7926,13.9443,14.9971,15.7262,17.2621,18.8206,20.2034
7511.8608,1.55125,3.37502,4.69141,6.04423,7.60416,9.50334,10.5677,11.7214,12.9178,13.9722,15.0645,15.9271,17.4186,18.94,20.3065
7512.3428,1.54962,3.35522,4.6664,6.07148,7.61771,9.49482,10.5984,11.7469,12.9922,13.9809,15.1102,16.1198,17.5746,19.0204,20.33
7512.8252,1.5381,3.3354,4.67356,6.09868,7.64314,9.44658,10.6259,11.7584,12.9858,13.9721,15.1197,16.2434,17.678,19.0461,20.2743
7513.3071,1.5275,3.32599,4.70495,6.13492,7.64858,9.36624,10.6398,11.7519,12.8989,13.9593,15.0839,16.269,17.701,19.0231,20.1713
7513.7891,1.52552,3.32546,4.74378,6.18644,7.61474,9.27245,10.6289,11.7214,12.7646,13.9593,15.0054,16.2141,17.6533,18.9761,20.068
7514.2715,1.53328,3.32288,4.77218,6.24801,7.54576,9.18717,10.5862,11.6649,12.6353,13.9787,14.8981,16.1297,17.5731,18.9372,20.0056
7514.7534,1.54531,3.30496,4.77817,6.30118,7.46539,9.12671,10.5164,11.5902,12.5591,14.0091,14.7799,16.0706,17.5033,18.9345,20.0035
7515.2354,1.55237,3.2631,4.75933,6.32226,7.40226,9.09591,10.4366,11.5132,12.559,14.0343,14.6672,16.0669,17.4697,18.9823,20.0561
7515.7178,1.54643,3.19784,4.72342,6.29545,7.37347,9.08847,10.3702,11.452,12.6261,14.0447,14.5736,16.1152,17.4739,19.0776,20.1391
7516.1997,1.52598,3.12036,4.68567,6.22257,7.37619,9.09301,10.3341,11.4206,12.728,14.0467,14.5123,16.191,17.5017,19.2018,20.2212
7516.6821,1.49889,3.05119,4.66285,6.12269,7.39139,9.10058,10.3295,11.4257,12.8272,14.0584,14.4979,16.2691,17.5372,19.3264,20.2758
7517.1641,1.47982,3.015,4.6649,6.02181,7.39673,9.10861,10.3419,11.466,12.8972,14.0942,14.541,16.3386,17.5721,19.4229,20.2885
7517.646,1.48209,3.03067,4.68774,5.93981,7.37999,9.11879,10.3515,11.5326,12.9287,14.1511,14.6389,16.4018,17.6058,19.4723,20.2603
7518.1284,1.50844,3.09937,4.71194,5.88308,7.34483,9.13144,10.3465,11.6088,12.9259,14.2077,14.7707,16.4643,17.6403,19.471,20.2046
7518.6104,1.54771,3.19774,4.71061,5.84613,7.30604,9.14149,10.3296,11.672,12.9004,14.238,14.9041,16.5264,17.6772,19.4304,20.1422
7519.0923,1.58107,3.28329,4.66403,5.81882,7.27889,9.13974,10.3145,11.7006,12.8675,14.2298,15.0107,16.5821,17.7167,19.3697,20.0936
7519.5747,1.59459,3.31334,4.57336,5.7932,7.27016,9.11841,10.3153,11.6838,12.8442,14.1926,15.0814,16.6236,17.7581,19.3082,20.0723
7520.0566,1.58915,3.26869,4.46462,5.76637,7.27638,9.07694,10.3386,11.6294,12.8445,14.1514,15.1276,16.645,17.7966,19.2601,20.0818
7520.5391,1.57977,3.1676,4.37867,5.74008,7.28843,9.02415,10.3804,11.5621,12.8719,14.1296,15.1679,16.6418,17.8214,19.2337,20.1168
7521.021,1.58454,3.05921,4.3517,5.71925,7.29807,8.97581,10.43,11.5119,12.9138,14.1365,15.2098,16.6099,17.8179,19.2331,20.1673
7521.5029,1.61129,2.99809,4.39625,5.7105,7.30125,8.94934,10.4753,11.4978,12.9457,14.1654,15.2414,16.5489,17.7769,19.2583,20.2252
7521.9854,1.65217,3.01368,4.49386,5.71982,7.29747,8.95796,10.5055,11.5181,12.9455,14.2024,15.2412,16.4683,17.704,19.3041,20.2867
7522.4673,1.6896,3.09311,4.60371,5.74898,7.28768,9.00523,10.5128,11.5529,12.9083,14.2384,15.197,16.3912,17.6214,19.3579,20.352
